                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0958,                  3.435,                 2.9032,                0.19584,                0.43118,                0.22333,                0.12415,                 1.4978,                 2.7416,                 2.1858,             0.00030272,             0.00030272,             0.00030272
